id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
41935281,Agradable espacio en villa olímpica,244887066,Jorge,,Ñuñoa,-33.46623,-70.62169,Private room,15000,1,0,,,1,89,0,
41938226,"Departamento Estilo Ecléctico, en edif. Artdeco",325073479,Hector,,Santiago,-33.43429,-70.6463,Entire home/apt,50000,2,0,,,3,180,0,
41938355,Iincreíble pequeño departamento en Vaticano Chico,108062677,Rodrigo,,Providencia,-33.43517,-70.62924,Entire home/apt,22122,2,0,,,1,144,0,
41938830,Apartamento Estilo años 50’,325073479,Hector,,Santiago,-33.43493,-70.64676,Entire home/apt,60000,2,0,,,3,180,0,
41940464,Apartamento Estilo Art-Deco,325073479,Hector,,Santiago,-33.436,-70.64487,Entire home/apt,70000,2,1,2020-03-07,0.05,3,180,0,
41950293,Confortable Apto.Santiago Centro Metro-Almagro,54731751,Kely Johana,,Santiago,-33.44991,-70.65029,Entire home/apt,21000,2,22,2020-06-07,1.05,1,239,0,
41951270,Habitación disponible,202990393,Valentina,,San Joaquín,-33.47806,-70.62357,Private room,10771,7,0,,,1,364,0,
41952310,Un lugar tranquilo donde podrás llegar a descansar,249727256,Macarena,,Peñalolén,-33.48084,-70.53894,Private room,12429,1,0,,,1,175,0,
41952321,Habitación privada las condes,223228010,Omar,,Las Condes,-33.40624,-70.56965,Private room,14000,8,0,,,1,363,0,
41955050,Lastarria 2,331352233,Claudia,,Santiago,-33.43968,-70.64254,Entire home/apt,65000,1,0,,,10,362,0,
41956393,Habitacion en zona centrica de la florida,332021018,Javier,,La Florida,-33.54425,-70.58353,Private room,10000,1,0,,,1,90,0,
41962663,Espectacular depto. en pleno Centro de la capital,331767215,María Elena,,Santiago,-33.43745,-70.65618,Entire home/apt,35000,2,0,,,1,180,0,
41974091,VINTAGE ART HOME SANTIAGO,332271499,Irma,,Santiago,-33.43752,-70.63862,Entire home/apt,32260,3,5,2021-10-18,1.85,1,1,5,
41974376,"Metro M Montt, 3 personas con estacionamiento",140127790,Javier,,Providencia,-33.42728,-70.62074,Entire home/apt,55000,1,49,2021-08-06,2.36,16,0,37,
41977150,DEPARTAMENTO METRO TOESCA Y METRO PARQUE ALMAGRO,39186698,Carlos,,Santiago,-33.45259,-70.65267,Entire home/apt,35000,4,1,2021-02-28,0.12,4,305,1,
41992348,Habitación privada solo para mujeres,324088456,Lía,,Providencia,-33.43161,-70.59369,Private room,11000,7,0,,,2,0,0,
42000131,Excelente barrio en el Golf,124448342,Lorena,,Las Condes,-33.41453,-70.60038,Entire home/apt,30000,5,5,2020-02-21,0.25,1,348,3,
42012987,Depto en Las Condes,147967410,Daniel,,Las Condes,-33.37205,-70.51059,Entire home/apt,42000,6,5,2020-02-08,0.24,1,122,1,
42020221,"Renta de habitación.Diaria, Semanal, mensuall",332974478,Paquita,,Santiago,-33.45025,-70.65126,Private room,20000,1,0,,,2,180,0,
42020864,Habitacion  tranquila  iluminada,135233048,Violeta,,Providencia,-33.42663,-70.60936,Private room,14000,4,0,,,1,326,0,
42022851,Grato ambiente en zona residencial,333023849,Patricia,,Providencia,-33.43642,-70.60348,Private room,65000,2,0,,,1,365,0,
42024325,La Casa del Gato Agustín,192710180,José Rafael,,Maipú,-33.50421,-70.77867,Entire home/apt,120160,7,0,,,1,90,0,
42024787,alojamiento pleno Santiago centro,333054319,Jhonatan Luigi,,Santiago,-33.43385,-70.65436,Private room,12546,1,0,,,1,180,0,
42031610,Habitación en renta:,333011824,Karla Federica,,Santiago,-33.45292,-70.64797,Private room,20000,1,0,,,1,179,0,
42033472,DPTO EN MEJOR ZONA PROVIDENCIA,333115915,Karen,,Providencia,-33.43407,-70.60624,Entire home/apt,45495,5,1,2020-02-05,0.05,1,139,0,
42039482,Plaza De Armas 1,331352233,Claudia,,Santiago,-33.43939,-70.6521,Entire home/apt,50000,1,0,,,10,365,0,
42040607,Departo Central en Santiago,333166368,Marcela,,Santiago,-33.43726,-70.65625,Private room,17000,1,0,,,1,364,0,
42042600,Habitación Privada N°3,331352233,Claudia,,Santiago,-33.43637,-70.64436,Entire home/apt,15000,1,0,,,10,358,0,
42043305,Habitación Privada N°7,331352233,Claudia,,Santiago,-33.43493,-70.64599,Entire home/apt,15000,1,0,,,10,365,0,
42043878,Habitación Privada N°8,331352233,Claudia,,Santiago,-33.43613,-70.64539,Private room,15000,1,0,,,10,365,0,
42045708,Hermosa casa familiar...,331459141,Walter,,San Miguel,-33.50825,-70.64394,Entire home/apt,84000,1,1,2021-02-20,0.12,1,180,1,
42046036,Departamento Centro Santiago,333252624,Claudio,,Santiago,-33.44764,-70.63753,Entire home/apt,35000,2,2,2021-07-28,0.10,1,113,1,
42046171,"Céntrica habitación. Santiago, comuna Providencia.",182014249,Christian,,Providencia,-33.44292,-70.63202,Private room,8400,5,0,,,1,365,0,
42063098,Beautiful and well connected in Las Condes,28762106,Samuel,,Las Condes,-33.41609,-70.56824,Entire home/apt,85714,9,3,2020-03-08,0.37,1,144,2,
42065456,Santiago centro cerca a baquedano y sitioss,333410396,Luis,,Santiago,-33.44747,-70.6333,Private room,15000,7,0,,,1,180,0,
42065589,Cómoda y familiar habitación en Ñuñoa,253505472,Julia,,Ñuñoa,-33.46534,-70.62354,Private room,12000,2,1,2020-03-09,0.05,1,179,0,
42066861,habitacion en providencia para 1 persona,123335641,Gabriela,,Providencia,-33.43607,-70.62965,Private room,10000,1,0,,,1,115,0,
42067101,"Habitación doble privada, Ñuñoa, Santiago",314499695,Manuela Josefa,,Ñuñoa,-33.45432,-70.62134,Private room,22857,1,0,,,2,179,0,
42067321,FRIENDS,333425914,Darwin,,Estación Central,-33.45453,-70.68928,Private room,8250,1,14,2021-03-25,0.68,1,313,6,
42068113,providencia town 2,195608086,Rosa,,Providencia,-33.42356,-70.61011,Entire home/apt,37000,9,6,2020-04-04,0.29,2,298,0,
42074237,"Hogar dulce hogar, es un lugar tranquilo y amable.",103085450,Tabita,,Quinta Normal,-33.44451,-70.70197,Shared room,8000,1,0,,,1,89,0,
42075334,"Cozzy apartment, books, music and food!",54716360,Betania,,Providencia,-33.42506,-70.61422,Private room,25000,1,0,,,1,179,0,
42087020,Sector tranquilo a pasos delmetro y mallCostanera.,332722791,Laura,,Providencia,-33.42176,-70.60813,Entire home/apt,58000,5,18,2020-02-25,0.87,1,51,13,
42088243,Acogedora habitación en hermoso departamento,163834419,Carolina,,Ñuñoa,-33.45343,-70.61218,Private room,10846,3,1,2020-03-18,0.05,1,365,0,
42096177,habitciones$ 30000.cada una con una cama 2 plasa..,329972128,Jaime Enrriques,,Maipú,-33.48695,-70.74807,Private room,25000,1,2,2021-01-08,0.14,2,180,1,
42096533,Barrio Plaza Pedro de Valdivia - Providencia,333845571,Edel,,Providencia,-33.43766,-70.60777,Private room,12000,2,9,2021-04-09,1.13,1,299,9,
42101246,"Casona Los Navegantes, Pedro de Valdivia Norte",171857027,Gerardo,,Providencia,-33.41648,-70.61391,Private room,20000,1,1,2020-02-12,0.05,2,365,0,
42101675,"Mountain Refuge, one of the biggest ones!",171857027,Gerardo,,Lo Barnechea,-33.34983,-70.31203,Entire home/apt,457143,1,0,,,2,365,0,
42111819,DEPARTAMENTO HERRADURA,329436232,Victor,,Santiago,-33.44813,-70.66997,Entire home/apt,60000,3,0,,,1,180,0,
42114546,"Departamento 3 dormitorios, hermosa vista, central",187092266,Carolina,,Santiago,-33.44707,-70.64323,Entire home/apt,100000,30,0,,,1,0,0,
42116165,Studio Remodelado/ Los Leones/ Estacionamiento,9667519,Pablo,,Providencia,-33.42571,-70.60382,Entire home/apt,48882,3,31,2021-02-17,1.56,1,328,27,
42116877,"Depto 3 hab +2 baños, luz 2959 las condes,chile",91533354,Claudia,,Las Condes,-33.4108,-70.6014,Entire home/apt,68000,3,4,2021-08-07,0.20,1,71,2,
42118707,Apartamento 3 dormitorios y 2 baños,57601548,Claudio,,Recoleta,-33.43393,-70.63784,Entire home/apt,65000,3,3,2020-12-12,0.22,2,0,1,
42121101,Dormitorios privados con buen ambiente,334143121,Jose,,Estación Central,-33.45643,-70.68939,Private room,35000,3,0,,,2,90,0,
42121782,Confortable pieza 2 personas,186945986,Ingeborg,,Ñuñoa,-33.44307,-70.5753,Private room,25000,1,0,,,1,365,0,
42123631,Dormitorios cómodos y con buen ambiente,334143121,Jose,,Estación Central,-33.45642,-70.69042,Private room,20000,1,0,,,2,178,0,
42132997,Habitación agradable ambiente,334278963,Ximena,,Quilicura,-33.36506,-70.72899,Private room,10000,7,1,2020-05-30,0.06,1,363,0,
42137300,Departamento tipo Loft en el corazón de santiago.,334319797,Daniel Miguel,,Santiago,-33.44914,-70.64753,Entire home/apt,25890,30,0,,,1,90,0,
42146868,[NUEVO] Departamento Plaza Ñuñoa,231324493,Antonio,,Ñuñoa,-33.45588,-70.5899,Entire home/apt,39900,2,44,2021-02-09,2.16,2,208,21,
42149314,Departamento en santiago centro,242863793,Luis,,Santiago,-33.47149,-70.64856,Entire home/apt,15000,2,1,2020-02-15,0.05,1,163,0,
42151254,Departamento nuevo en La Florida,51697587,Marcos Paulo,,La Florida,-33.5113,-70.61039,Entire home/apt,30000,2,1,2021-10-09,1,1,206,1,
42159552,Incredible apto in Providencia with AC & terrace,333894555,Patricia,,Providencia,-33.42934,-70.61871,Entire home/apt,40000,1,27,2020-09-12,1.30,1,248,0,
42160253,Cómoda habitación,334613104,Maria Angelica,,La Reina,-33.43166,-70.57903,Private room,10000,5,0,,,1,178,0,
42166632,Barrio Universitario. Habitacion bien iluminada,334671342,Eugenia,,Santiago,-33.45578,-70.66726,Private room,20310,2,0,,,1,180,0,
42171282,"Pieza privada en Ñuñoa, metro Estadio Nacional",334712838,Ricardo,,Ñuñoa,-33.46069,-70.60287,Private room,15000,1,1,2020-03-12,0.05,1,365,0,
42172871,Hostal hospedaje pajaritos,334721253,Ilins,,Maipú,-33.49042,-70.75395,Private room,25000,1,1,2021-01-05,0.10,2,365,1,
42174238,El refugio,334739391,Cristobal,,Santiago,-33.43315,-70.65775,Entire home/apt,14775,20,6,2021-07-23,0.29,1,253,2,
42174357,Habitación en departamento con piscina,27803967,Benita,,Independencia,-33.42639,-70.65157,Private room,8000,1,1,2021-08-26,0.48,2,361,1,
42192293,Departamento Geocentro Amoblado,335015603,Katherine,,Santiago,-33.43935,-70.65831,Private room,40000,2,0,,,1,365,0,
42200842,EXCELENTE SECTOR DOWN TOWN,19360177,Vittoria,,Santiago,-33.43661,-70.65374,Entire home/apt,40000,3,0,,,3,172,0,
42202544,Departamento Clásico cercano a Clínica Santa María,139171512,Simón,,Providencia,-33.43264,-70.63196,Entire home/apt,26000,3,3,2021-08-29,0.93,1,304,3,
42204899,Habitaciones en Penthouse zona El Golf Santiago,1110916,Maria,,Las Condes,-33.41247,-70.58897,Private room,161299,90,0,,,1,359,0,
42216616,Depto con hermosa terraza metro Bellas Artes.,259492231,Daniela,,Santiago,-33.43703,-70.64414,Entire home/apt,31286,2,0,,,1,339,0,
42224274,Dormitorio con Baño Privado,280671443,Alfredo,,Vitacura,-33.38626,-70.54084,Private room,30000,2,0,,,2,365,0,
42226281,habitacion compartida,335410526,Emigdio,,Santiago,-33.45004,-70.64282,Shared room,19050,1,0,,,1,90,0,
42233282,Habitación amoblada,335494395,Constanza,,Estación Central,-33.45496,-70.70045,Private room,15000,1,0,,,1,0,0,
42233555,Lindo Departamento Full amoblado céntrico,112070863,Edith,,Santiago,-33.44362,-70.63468,Entire home/apt,33000,2,0,,,2,300,0,
42242971,Cómodo y equipado depto mejor lugar de providencia,335097382,Diego,,Providencia,-33.42549,-70.61198,Entire home/apt,34820,2,9,2021-10-05,0.81,1,339,9,
42247344,Cómoda y agradable habitación en punto turístico.,335601804,Ixa,,Recoleta,-33.429684,-70.642052,Private room,16000,1,4,2020-05-17,0.20,1,362,0,
42247927,Departamento Studio: Equipado y Central,83604509,Maria,,Santiago,-33.43737,-70.66353,Entire home/apt,20000,30,1,2020-04-10,0.05,1,100,0,
42248789,Departamento cálido y hogareño,327292730,Nancy,,Independencia,-33.41817,-70.66105,Entire home/apt,25000,5,1,2020-03-14,0.05,1,358,0,
42250507,Habitación en casa familiar,274831646,Heydyn,,San Miguel,-33.47872,-70.64389,Private room,25000,2,0,,,1,365,0,
42256939,Depto amoblado 4 personas Santiago Centro( Heroes),335730822,Edith,,Santiago,-33.4443,-70.66417,Entire home/apt,50000,2,0,,,1,180,0,
42262129,Depto amoblado Stgo Centro 3 meses (mayo a julio),133351514,Daniela,,Santiago,-33.44148,-70.65752,Entire home/apt,21000,30,0,,,1,277,0,
42265283,"Loft, walking distance from Plaza Ñuñoa",41034217,Maryanne,,Ñuñoa,-33.45268,-70.5942,Entire home/apt,26000,20,5,2021-06-25,0.29,1,0,4,
42293162,CENTRICO Y ACOGEDOR DEPTO EN SANTIAGO,336062719,Yadan X,,Santiago,-33.45009,-70.64045,Entire home/apt,29000,1,0,,,1,90,0,
42294065,Departamento Home Studio Amoblado Completamente,204346658,Hugo,,Lo Prado,-33.45463,-70.70651,Entire home/apt,25000,3,5,2021-04-09,0.25,1,195,4,
42294563,Habitación cuádruple frente a cerro Santa Lucia,248477436,Gabriel,,Santiago,-33.43688,-70.64409,Private room,60000,1,11,2021-07-18,1.04,7,364,11,
42294852,Habitación individual frente cerro Santa Lucia,248477436,Gabriel,,Santiago,-33.43826,-70.64342,Private room,25000,1,23,2021-05-29,2.12,7,365,23,
42295707,Estudio Luminoso y confortable,336033704,Naxis,,Estación Central,-33.45602,-70.68942,Entire home/apt,20000,2,0,,,1,0,0,
42297416,Apartamento entero con vista a la cordillera.,114146685,Paola,,Ñuñoa,-33.46422,-70.62368,Entire home/apt,32000,1,6,2020-03-13,0.29,1,267,0,
42305264,Habitacion simple con Wifi,326202992,Pia,,Las Condes,-33.39484,-70.55308,Private room,13000,6,10,2021-09-20,0.65,2,320,7,
42312298,super pieza,91399895,Francisco,,Ñuñoa,-33.46401,-70.60175,Private room,40000,1,1,2020-02-22,0.05,1,179,0,
42313183,hostal pajaritos $25000 habitacion individual noch,329972128,Jaime Enrriques,,Maipú,-33.48611,-70.75009,Private room,25000,1,1,2020-06-17,0.06,2,179,0,
42313263,Depto espacioso y acogedor a 2 cuadras del metro,336344973,Veronica,,Las Condes,-33.42582,-70.58819,Entire home/apt,40000,1,4,2021-04-15,0.19,1,118,2,
42313568,2 Dormitorios Dublé Almeyda,315032264,Orlando,,Ñuñoa,-33.45563,-70.61557,Entire home/apt,37371,57,0,,,1,365,0,
42324607,"Private Room + In the❤️ Providencia, Santiago!",80448674,Ana,,Providencia,-33.43794,-70.61749,Private room,30000,5,0,,,1,364,0,
42329905,El sauce,67213868,Alvaro,,Estación Central,-33.44558,-70.68879,Private room,15000,1,0,,,2,333,0,
42330651,"Exclusivo Departamento en San Damian, Vitacura.",152952697,Juan Pablo,,Vitacura,-33.3732,-70.52614,Entire home/apt,237147,4,7,2021-06-19,0.39,1,350,5,
42331368,"Cuarto en apartamento amoblado, San Miguel",264569308,Oriel,,San Miguel,-33.5068,-70.66109,Private room,13500,1,1,2020-09-13,0.07,1,180,0,
42333122,Habitación Relax Privada♡ a 10 min del Aeropuerto,336613950,Estefanía,,Pudahuel,-33.45321,-70.77099,Private room,20000,1,17,2021-02-17,0.85,1,338,13,
42333173,Flordeliz,165002417,Sami,,San Miguel,-33.49507,-70.65595,Entire home/apt,39684,10,1,2020-04-10,0.05,1,365,0,
42334355,habitación comoda,336641477,Camila Soledad,,Providencia,-33.43835,-70.60117,Private room,19900,1,0,,,1,176,0,
42335336,Cálido y limpio,116141796,Polo,,Santiago,-33.45594,-70.65804,Private room,12000,1,1,2020-02-26,0.05,1,89,0,
42360638,Dpto cómodo full limpio,48278648,Ignacio Andres,,Santiago,-33.4618,-70.65152,Private room,20000,2,0,,,1,90,0,
42361775,Practico Depto. en el corazón de Barrio El Golf,336189593,Alexandra,,Las Condes,-33.41285,-70.60023,Entire home/apt,40000,2,0,,,1,298,0,
42365228,"Depto, en precordillera las Condes.",336992377,Jacinto,,Las Condes,-33.41493,-70.54074,Entire home/apt,70000,1,0,,,1,89,0,
42371645,Cabaña en El Tabo,262469406,Jaime,,La Cisterna,-33.52219,-70.66336,Entire home/apt,45000,2,0,,,1,365,0,
42378561,Pieza compartida solo para mujeres.,330817536,Maya,,La Florida,-33.51304,-70.53626,Shared room,9000,1,0,,,1,365,0,
42384672,Casa RUKA,24633290,Loreto,,Ñuñoa,-33.45248,-70.62885,Private room,15000,3,1,2020-03-08,0.05,1,0,0,
42389213,Departamento amoblado Santiago centro,298107042,Carolina,,Santiago,-33.45956,-70.63064,Entire home/apt,30000,2,0,,,2,66,0,
42390345,Casa acogedora en condominio Macul,337344383,Mario,,Macul,-33.484,-70.59398,Private room,50000,1,0,,,1,363,0,
42398137,Departamento Céntrico en Santiago de Chile,336881750,Rodrigo,,Santiago,-33.44196,-70.63493,Entire home/apt,30000,3,1,2021-06-16,0.23,1,54,1,
42402753,Plaza De Armas 410,303274989,Sebastian,,Santiago,-33.43906,-70.65093,Entire home/apt,50000,1,0,,,13,365,0,
42406526,Lindo apartamento Ñuñoa. Metro Monseñor Eysaguirre,337496794,Javiera,,Ñuñoa,-33.45018,-70.61467,Entire home/apt,17000,15,3,2020-08-01,0.15,1,162,0,
42407360,Acogedor y tranquilo departamento,327406613,Sandra,,La Cisterna,-33.51259,-70.66783,Entire home/apt,20000,2,1,2020-08-16,0.07,1,332,0,
42408207,Cama doble - La Casona de Isis Chile Temático 1,249946010,Isis Group,,Santiago,-33.45652,-70.66156,Shared room,21935,1,0,,,5,365,0,
42409998,DEPARTAMENTO ACOGEDOR EN MUY BUEN  BARRIO,7204712,Daniela,,Las Condes,-33.42713,-70.57038,Entire home/apt,55000,2,1,2021-02-22,0.12,1,171,1,
42411302,"Beautiful apto, In the best neighborhood of Stgo",107160822,Karen,,Ñuñoa,-33.45212,-70.62406,Entire home/apt,31000,28,12,2021-07-31,0.59,2,333,7,
42411574,Cama doble - La Casona de Isis Chile Temático 4,249946010,Isis Group,,Santiago,-33.45649,-70.66026,Shared room,21935,1,0,,,5,365,0,
42414238,Amazing duplex 3D3B in safe & central area of SCL,310209875,Francisco,,Ñuñoa,-33.44645,-70.60484,Entire home/apt,140000,1,0,,,1,179,0,
42422569,Buenavista Santiago Centro,337683724,Raphael,,Santiago,-33.4475,-70.6505,Private room,15000,1,1,2020-03-22,0.05,1,0,0,
42425296,Cerca de todo en pleno centro de santiago,321513996,Jonathan,,Santiago,-33.45045,-70.67127,Private room,13981,6,0,,,1,364,0,
42425549,Hermosa cabaña en la montaña,337707085,Ivonne,,Lo Barnechea,-33.3448,-70.4769,Private room,25000,2,0,,,1,22,0,
42435510,arriendo hermoso departamento,337795003,David,,San Miguel,-33.47946,-70.64647,Entire home/apt,20000,15,0,,,1,180,0,
42435835,House in very historycal  place  buield  1925 safe,97437705,Deepak,,Santiago,-33.44132,-70.67468,Entire home/apt,121780,5,0,,,1,89,0,
42437496,Room metro Zapadores,90853575,Carolina,,Recoleta,-33.39116,-70.63738,Private room,12000,1,0,,,1,365,0,
42451206,Cozy Apartment Providencia,28961536,Analia,,Providencia,-33.43264,-70.62308,Entire home/apt,18000,30,3,2021-03-09,0.17,2,143,2,
42452566,Movistar Arena Hostel in a beautiful house,249946010,Isis Group,,Santiago,-33.45621,-70.66146,Shared room,21935,1,0,,,5,365,0,
42453007,Habitación en barrio tranquilo.,167169358,Nicole,,Providencia,-33.43431,-70.58644,Private room,13000,3,5,2021-04-30,0.25,1,363,4,
42465651,Bellas Artes Poniente 2P,229154084,Gabriela,,Santiago,-33.43408,-70.64313,Entire home/apt,39000,4,4,2021-09-03,0.21,5,362,3,
42465817,Bellas Artes Oriente Piso 2,229154084,Gabriela,,Santiago,-33.43452,-70.64385,Entire home/apt,39000,4,7,2021-01-13,0.35,5,365,5,
42469901,"Barrio Italia (Room), Full equipped and Safe.",34002856,Jaime,,Providencia,-33.44375,-70.61998,Private room,12000,1,2,2021-02-22,0.17,4,362,2,
42485142,Habitaciones privadas en nuestra casa. La Dehesa,228239103,Eugenia,,Lo Barnechea,-33.34776,-70.51094,Private room,54841,2,1,2020-03-08,0.05,1,299,0,
42490483,Bonita Casa para familias o amigos,338354343,Carla,,La Florida,-33.51916,-70.5396,Entire home/apt,57000,3,12,2021-03-31,0.59,1,0,7,
42494405,Habitación matrimonial en cómoda y linda casa,338400891,Victor,,Peñalolén,-33.48183,-70.55876,Private room,17000,4,0,,,1,90,0,
42494583,Alojamiento en el chile real,338402429,Valeska,,La Florida,-33.51279,-70.59005,Private room,8100,1,0,,,1,180,0,
42504654,Habitación Casa Taller de Artesanos en Vidrio,99053646,Marcela,,La Reina,-33.43764,-70.52156,Private room,23000,2,0,,,1,180,0,
42508684,Kadmiel Apartamento Santiago Centro,195828427,Lucrecia,,Santiago,-33.45105,-70.64561,Entire home/apt,40000,3,4,2021-04-04,0.50,2,86,4,
42511425,Arriendo pieza en Providencia (Arriendo mensual),238052757,Erick,,Providencia,-33.43174,-70.6026,Private room,300000,90,0,,,1,180,0,
42511957,Arriendo Pieza con baño privado por noche,106125318,Pablo,,Santiago,-33.44361,-70.63974,Private room,20000,1,0,,,1,358,0,
42513191,beautiful and cozy apartment,104282102,Carolina,,Ñuñoa,-33.45542,-70.61954,Private room,9992,1,1,2020-03-06,0.05,1,221,0,
42531246,Cómodos departamentos Centro de Las Condes,293488579,Olga,,Las Condes,-33.41128,-70.56883,Entire home/apt,65000,10,2,2021-08-20,0.11,2,167,1,
42531553,"Pieza en Empart Salvador, donde se hace barrio",237941692,Karen,,Ñuñoa,-33.46197,-70.62249,Private room,20000,1,0,,,1,88,0,
42533594,"Depto compartido, vive la experiencia",338764752,Maria Rosa,,Macul,-33.49051,-70.61592,Private room,40000,1,0,,,1,89,0,
42536291,Moderno y exclusivo departamento en las condes 507,338792249,Ruben,,Las Condes,-33.41648,-70.58605,Entire home/apt,50000,1,2,2020-02-28,0.10,1,356,0,
42536593,Home studio para 3 al interior de Hostal Boutique,321202125,Black Cat,,Santiago,-33.43937,-70.66295,Private room,61203,1,0,,,3,179,0,
42537536,MiLu,165077913,Jorge Hernan,,La Florida,-33.51442,-70.59325,Private room,20162,1,0,,,1,89,0,
42538057,Pieza centro de la ciudad,338818713,Pame,,Santiago,-33.44535,-70.63951,Private room,9000,1,1,2020-02-27,0.05,1,90,0,
42538991,Linda habitación con baño en barrio tranquilo,26695483,Geraldine,,Las Condes,-33.41694,-70.56948,Private room,30000,1,1,2020-03-10,0.05,2,179,0,
42539217,Departamento Las Condes solo para 6 meses o mas,146932207,Franco,,Las Condes,-33.39568,-70.54751,Entire home/apt,37500,180,0,,,1,168,0,
42543576,Centro Cívico a un paso de TODO!,338893383,Paola,,Santiago,-33.43826,-70.65852,Private room,20000,2,0,,,1,179,0,
42553362,Departamento de 2 hab y 2 baños en providencia,304307023,Sandra,,Providencia,-33.43241,-70.62009,Entire home/apt,50000,2,2,2020-08-16,0.13,1,23,0,
42553451,Acogedor departamento para alojar en Santiago,338662622,Maria Elena,,Santiago,-33.45478,-70.63023,Entire home/apt,16000,6,1,2020-10-31,0.08,1,252,1,
42556223,My Hostal Habitación Privada Nº8,288163200,Alejandra,,Santiago,-33.4352,-70.64481,Private room,25000,1,0,,,18,365,0,
42556699,Mario Kreutzberger 1,288163200,Alejandra,,Santiago,-33.4368,-70.65866,Entire home/apt,35000,1,0,,,18,365,0,
42557500,Plaza De Armas 1,288163200,Alejandra,,Santiago,-33.43875,-70.65223,Entire home/apt,40000,1,0,,,18,365,0,
42557690,San Pablo 1,288163200,Alejandra,,Santiago,-33.43342,-70.65992,Entire home/apt,45000,1,0,,,18,365,0,
42558113,Independent apartment in a typical house of Ñuñoa,61796370,Francisca,,Ñuñoa,-33.45035,-70.57939,Private room,28000,3,10,2021-09-29,0.50,1,26,7,
42558720,"LA REINA VERDE CON CALLES LIMPIAS  , MUCHO VERDE ,",329034189,Violeta,,La Reina,-33.45757,-70.55409,Private room,15000,1,0,,,2,88,0,
42563104,Cómodo departamento estudio en Barrio El Golf,88591723,Pedro,,Las Condes,-33.41501,-70.59014,Entire home/apt,22000,3,20,2020-03-16,1.00,1,113,10,
42565683,Estilo Hospedaje,178394534,Hernán,,Independencia,-33.40984,-70.66467,Private room,28000,1,0,,,1,180,0,
42570207,Alojamientos Kaymi,339111277,Karina,,Estación Central,-33.45792,-70.70464,Private room,25000,1,0,,,1,365,0,
42587737,Aloja en un lugar de buen ambiente.,298852210,Karen,,Ñuñoa,-33.45249,-70.61116,Private room,15000,1,0,,,1,179,0,
42600058,ZONA TRANQUILA Y SEGURA PUEBLO LOS DOMINICOS,339346555,Paulo,,Las Condes,-33.41101,-70.54342,Private room,23836,1,0,,,1,365,0,
42601632,Dormitorio pleno centro Santiago,40068261,Macarena,,Santiago,-33.43566,-70.66413,Private room,18500,1,0,,,3,365,0,
42602267,Plaza De Armas 410,294322782,Isabel,,Santiago,-33.4383,-70.65015,Entire home/apt,40000,1,0,,,11,365,0,
42603294,Suite ejecutiva,339351065,Maria Onoria,,Ñuñoa,-33.45095,-70.62538,Private room,48745,1,0,,,1,179,0,
42608497,Estudio a pasos Metro Manquehue,6259010,Cityrentals,,Las Condes,-33.40735,-70.56541,Entire home/apt,35000,30,0,,,4,118,0,
42608787,"Hermoso y muy bien ubicado, a pasos metro  Colon",7892944,Margarita,,Providencia,-33.42734,-70.59062,Entire home/apt,29800,2,23,2021-10-17,1.61,2,300,22,
42610572,Arriendo habitación en un lugar increíble,339440803,Francisco,,Ñuñoa,-33.45256,-70.61084,Private room,15000,1,0,,,1,179,0,
42611647,Santiago de visita y shopping,70025789,Alejandro Javier,,Ñuñoa,-33.45703,-70.58852,Entire home/apt,62129,3,3,2021-10-16,1.32,1,0,3,
42623840,Hostal Café Bed and Breakfast ubicación céntrica.,309630182,Vanessa,,Santiago,-33.47095,-70.62774,Private room,20162,1,1,2020-09-30,0.08,1,365,0,
42623954,Acogedor departamento amoblado excelente ubicación,126607740,Tamara,,Estación Central,-33.45649,-70.68785,Entire home/apt,25000,6,0,,,1,54,0,
42626195,Habitación con baño privado y wifi en La Florida,339573330,Victoria,,La Florida,-33.53014,-70.54312,Private room,25000,7,0,,,1,363,0,
42627337,Habitación privada,41088778,Eduardo,,Ñuñoa,-33.45606,-70.62453,Private room,12000,1,0,,,1,365,0,
42635154,Hostal Giralt habitación 2 huéspedes,241782847,Karla,,Providencia,-33.41897,-70.61654,Private room,38000,1,0,,,1,180,0,
42636845,Apart NATIVA,339664354,Sandra,,Santiago,-33.45037,-70.65401,Entire home/apt,35000,1,0,,,1,360,0,
42637435,Espaciosa habitación al lado metro PedrodeValdivia,58320174,Cynthia,,Providencia,-33.42531,-70.61223,Private room,13222,15,0,,,1,329,0,
42640212,"Hermosa habitación, wifi, excelente conectividad",143223183,Claudia,,Las Condes,-33.41389,-70.54077,Private room,30000,3,0,,,1,365,0,
42641442,"Precioso depto nuevo, gran vista y metro cerca.",13439427,Maria Eugenia,,Providencia,-33.4346,-70.60538,Entire home/apt,53043,2,25,2021-03-23,2.03,1,340,24,
42645068,Comodo Departamento muy bien ubicado,339742245,Sara,,Santiago,-33.44939,-70.64911,Entire home/apt,30000,1,0,,,1,364,0,
42655660,HVPSUITES,336679446,Héctor,,Vitacura,-33.40141,-70.58135,Entire home/apt,60000,1,43,2021-04-02,2.18,1,26,36,
42670389,Pieza Privada pleno Centro de Santiago.,15834233,Gonzalo,,Santiago,-33.44796,-70.65341,Private room,20000,2,1,2021-10-11,1,1,242,1,
